GeoFIPS,GeoName,LineCode,Description,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Region
26000,Michigan,1,Personal income (millions of dollars),3796.8,3178.9,2593.3,1885.8,1661.4,2179.6,2571.8,3035.3,3415.4,2904.5,3239.9,3632.4,4560.3,5875.4,7401.3,7659.1,7335.4,7861.8,8951.9,9697.7,9642.4,11002.6,12319.1,13190.5,14991.5,14618.4,16236.0,16948.9,17440.9,17119.5,18126.0,18884.0,18957.0,20319.3,21691.5,23774.2,26375.2,28764.1,29991.8,33160.6,36067.9,37361.7,40644.0,45132.0,50382.9,53913.2,57745.1,64457.8,72465.6,80772.9,88473.2,94701.8,101183.6,104753.9,111587.4,123022.2,133511.6,141960.4,147028.8,157389.8,169457.8,177358.2,181544.4,192090.2,202230.8,217482.0,229978.8,241755.1,253075.7,268711.9,282128.9,301060.4,306670.4,306427.1,313961.0,322698.4,329235.3,336842.6,346731.9,356356.2,339100.0,352074.3,372954.2,387339.2,390857.9,407267.0,429284.9,441557.2,454894.8,474208.0,489569.6,532019.9,573255.7,583072.1,617163.2,645846.8,674070.6,Great Lakes
27000,Minnesota,1,Personal income (millions of dollars),1528.9,1409.5,1194.0,956.4,829.2,968.1,1219.3,1294.6,1477.3,1357.2,1432.5,1460.8,1676.0,2126.7,2455.1,2553.6,2834.3,3265.3,3554.7,4161.9,3918.1,4336.1,4800.1,5000.3,5278.3,5442.2,5765.5,6040.2,6411.5,6772.7,7034.7,7471.7,7853.4,8277.7,8779.4,9131.5,10087.6,10933.5,11750.3,12934.0,14388.0,15708.8,16766.0,18229.3,21370.2,23011.8,24891.1,26907.1,30292.7,33988.9,37791.8,42010.5,46515.7,49837.6,52590.3,59598.9,63324.0,66976.2,71215.9,75348.5,82290.3,87487.0,90311.7,96932.7,99872.6,107011.9,113162.9,121958.5,128932.8,140269.1,147376.2,159595.4,166509.0,170085.2,177862.3,188674.9,193583.8,203249.5,215185.4,225533.5,216335.4,225971.6,241599.5,255427.7,257507.8,270190.2,282988.0,288866.6,301749.0,317564.8,329291.6,350470.0,387015.8,397877.4,418091.0,437981.9,457907.5,
28000,Mississippi,1,Personal income (millions of dollars),552.9,396.0,337.6,244.9,257.1,342.6,358.9,460.9,458.3,417.0,436.4,461.2,690.3,1006.2,1246.2,1360.4,1330.0,1281.2,1410.5,1655.5,1481.7,1697.1,1872.4,1981.1,2009.2,1952.9,2203.1,2245.7,2272.1,2462.1,2726.4,2763.8,2996.9,3132.5,3442.4,3563.3,3868.6,4217.4,4563.4,4993.3,5540.7,6077.0,6737.1,7677.4,8779.0,9648.1,10462.8,11877.6,13222.2,14721.6,16636.7,18102.7,20328.9,21461.8,22458.0,24513.9,25815.0,26776.3,28256.1,30286.1,32710.7,34436.5,36310.8,39042.6,41568.6,44969.5,47565.2,50455.3,53370.6,56581.1,58494.4,61604.9,65064.1,66326.2,69011.9,73054.9,77635.0,80835.7,86187.0,90602.5,89414.0,92714.4,96643.4,99732.8,101472.1,103442.7,104772.2,106355.5,109132.8,111917.8,116213.5,125624.9,138640.2,138223.7,146160.9,153256.4,161093.5,Southeast
29000,Missouri,1,Personal income (millions of dollars),2241.6,2042.5,1815.3,1366.8,1261.9,1392.8,1597.7,1775.7,1926.6,1799.6,1907.4,1969.4,2465.8,3134.1,3619.9,3850.1,4030.8,4509.6,4732.5,5295.9,5171.7,5699.8,6319.8,6680.4,7087.0,7139.9,7645.6,8065.0,8296.0,8828.8,9350.2,9629.7,9955.3,10488.7,11002.3,11619.6,12634.8,13535.8,14407.4,15949.9,16912.5,18479.5,19938.9,21682.2,24089.7,25774.7,28212.7,30912.0,34252.4,38129.7,42514.3,46138.5,51479.8,55043.8,58776.9,65105.0,69704.0,73379.1,77025.5,82057.1,87941.7,91896.5,96075.0,102078.1,106723.4,113256.6,119399.8,126394.2,134117.8,140839.7,146172.5,156202.1,161531.2,165389.8,171593.2,180453.8,186770.9,197834.1,207411.3,219922.0,216424.5,221760.2,230858.3,240967.8,242493.0,250783.7,259350.0,267048.6,273774.2,286084.3,297492.6,321316.7,351191.9,361652.1,387601.3,405457.2,423808.7,Plains
30000,Montana,1,Personal income (millions of dollars),310.3,270.0,208.8,180.6,161.8,198.9,261.2,265.0,284.6,284.2,294.4,315.7,384.3,469.6,557.9,558.0,578.2,673.1,784.3,887.6,815.3,995.3,1092.8,1117.0,1134.9,1127.6,1230.2,1293.0,1356.7,1414.3,1392.4,1451.3,1454.6,1701.3,1691.6,1727.5,1856.3,1989.5,2029.1,2128.3,2350.5,2604.2,2787.3,3230.3,3745.2,4069.9,4478.7,4806.5,5197.9,6090.5,6549.4,7215.7,8194.4,8632.6,9082.3,9594.0,9735.9,10122.8,10355.1,10679.8,11763.6,12379.2,13216.6,14009.3,15154.0,15574.4,16400.0,17173.6,17910.2,19125.7,19496.9,20770.5,21685.2,22350.3,24015.2,26072.2,28052.0,30362.7,32646.8,34730.5,33926.6,35670.9,38082.7,40436.9,40786.0,42901.4,44583.3,45283.3,48003.3,50352.0,53402.3,58241.5,65539.6,69666.5,74870.4,78741.6,82807.2,Rocky Mountain
31000,Nebraska,1,Personal income (millions of dollars),803.0,704.1,566.1,419.4,378.6,364.7,556.2,535.8,554.0,532.8,525.7,578.6,697.6,1024.8,1271.2,1336.9,1448.0,1490.8,1607.0,1955.0,1771.6,2100.7,2193.5,2355.8,2247.0,2403.0,2326.2,2399.5,2782.6,2914.8,2950.0,3140.3,3214.3,3493.5,3591.0,3691.4,4060.9,4360.3,4512.7,4815.3,5379.3,5798.4,6368.8,7052.5,8225.7,8565.1,9766.4,10217.4,11073.1,12810.9,13835.0,14766.4,17139.1,18416.0,19059.9,21199.0,22345.0,22995.3,23979.7,25708.4,27277.1,29237.9,30344.0,32191.2,33258.8,35389.6,37383.3,40706.8,41958.2,44747.0,46824.4,49570.3,51911.8,52804.3,56102.2,58597.2,60598.1,63317.2,68098.6,72377.3,71459.7,75194.1,84096.1,86235.9,86022.2,91084.5,94681.7,93559.7,95823.7,100067.8,104615.9,111734.1,125057.8,130888.6,142166.5,145798.5,153082.3,Plains
32000,Nevada,1,Personal income (millions of dollars),78.6,76.7,62.5,53.5,47.9,54.9,66.7,85.3,79.8,82.4,92.5,101.9,122.2,221.3,235.6,236.6,243.7,259.0,266.9,282.6,293.2,338.4,388.9,454.8,502.0,541.4,629.8,658.6,707.0,747.7,818.0,896.1,993.1,1185.8,1330.0,1443.1,1545.0,1630.4,1731.8,2013.6,2278.6,2560.4,2860.4,3196.8,3630.1,4025.2,4544.0,5170.5,5977.9,7225.7,8372.0,9681.4,10998.2,11752.7,12530.8,13634.3,14791.3,15979.1,17407.0,19826.3,22328.9,25039.2,27543.6,30459.9,32932.9,36442.3,40075.5,44336.7,48450.2,54217.2,58623.6,64312.6,68026.7,69952.7,74518.4,82524.7,92194.1,99485.1,103706.0,102535.9,96982.8,100750.4,104596.4,108696.1,108914.4,115514.1,125088.6,129879.1,138847.0,148408.1,159393.0,170447.5,192132.9,199226.6,214392.7,228086.6,240111.7,
33000,New Hampshire,1,Personal income (millions of dollars),321.3,301.9,263.3,203.8,200.5,230.3,242.2,260.6,274.3,260.6,277.4,288.2,353.4,419.8,462.1,497.6,528.3,578.3,627.8,682.2,691.2,730.4,813.7,862.5,925.5,967.5,1041.2,1104.2,1181.4,1203.3,1309.9,1382.9,1456.1,1556.9,1624.7,1746.9,1883.8,2064.0,2254.8,2491.0,2781.3,2965.7,3220.1,3562.0,4013.3,4417.2,4802.3,5436.0,6146.4,7090.7,8112.5,9281.8,10505.8,11561.6,12714.4,14352.9,15831.0,17499.7,19284.8,21307.5,22825.3,23005.0,23818.2,24951.9,25765.2,27503.1,29176.0,30892.6,33286.1,36597.5,38930.2,43796.1,46179.9,46972.3,47833.0,50733.0,52464.3,56084.9,58305.5,60153.8,59381.5,61880.9,64888.9,67318.1,67121.8,69630.5,72779.6,75229.0,78661.0,82353.7,87724.1,93153.8,102663.3,105210.8,111148.6,117220.3,123076.5,New England
34000,New Jersey,1,Personal income (millions of dollars),3673.7,3461.9,3054.6,2443.2,2171.3,2363.9,2578.6,2920.2,3079.3,2888.0,3125.9,3463.8,4122.8,5112.0,6116.9,6572.8,6632.3,6971.3,7352.3,7960.2,8014.2,8866.3,10131.7,10985.8,11828.8,12040.2,12773.2,13863.5,14771.6,14608.8,15708.1,16552.9,17395.7,18718.6,19646.8,21063.7,22629.1,24502.9,26394.0,28967.0,32504.2,35294.5,38078.1,41394.9,45063.2,48945.2,52877.7,57408.9,62802.1,69699.1,77369.0,87084.5,97168.4,104981.0,113460.8,125385.4,134484.9,143990.7,154710.5,170480.9,182884.1,192170.9,196169.7,210398.5,217404.1,225066.9,238901.9,252630.7,268793.4,286580.2,299723.8,329591.8,341308.9,345988.7,354097.7,369770.9,382749.3,410264.9,435048.7,449545.4,436271.4,448931.1,469252.9,484600.0,488591.3,509357.6,530303.1,545301.7,566237.1,591910.4,625170.3,653214.2,707402.6,719848.2,765228.3,806558.7,842372.2,Mideast
35000,New Mexico,1,Personal income (millions of dollars),170.2,142.0,125.0,91.9,94.6,113.6,139.4,167.6,182.2,173.3,186.3,200.3,240.3,333.5,427.8,477.7,514.6,532.1,597.4,697.9,765.2,868.1,1010.9,1107.0,1161.0,1188.0,1288.2,1390.1,1559.8,1729.5,1858.6,1911.5,2000.3,2079.0,2150.3,2273.3,2412.1,2534.7,2620.0,2836.9,3143.7,3499.8,3872.4,4353.3,4881.8,5487.3,6267.9,6987.4,7819.8,8947.8,10087.3,11324.7,12789.8,14010.6,15086.7,16451.1,17812.0,18512.0,19235.8,20380.1,21827.3,23292.2,24953.5,26778.3,28793.3,30728.2,33016.9,34664.7,36399.5,38233.1,38915.1,41922.3,44958.8,46821.7,49019.7,52099.7,55540.8,59713.7,63243.6,67462.4,67011.8,69499.8,73017.7,74610.8,73079.8,77266.0,79130.8,80782.3,82354.1,86179.5,91208.9,98634.3,107674.3,112280.3,117634.3,124086.2,131026.8,Southwest
36000,New York,1,Personal income (millions of dollars),14071.1,13171.9,11416.2,8921.7,8327.9,9117.2,9790.3,11041.1,11460.0,10824.1,11323.9,11878.0,13428.2,15491.6,18229.6,19900.8,21068.6,23170.9,24506.0,25850.8,25883.5,27767.5,30071.2,31529.0,33538.6,34640.5,36888.8,39190.9,41618.2,43296.7,45890.1,47939.4,50098.4,52853.4,55173.7,58939.4,62624.5,67240.3,72537.9,80061.8,83626.3,89895.4,96121.0,102833.6,109571.7,118064.6,127413.9,134980.8,145640.4,158583.7,173371.7,193336.3,215436.6,234154.7,252718.7,279066.4,298925.0,319273.0,339348.1,373424.0,403530.1,432353.7,433087.8,457070.9,469679.1,484265.8,510311.7,536942.3,567116.5,600087.2,635242.7,683214.3,709417.6,707561.1,717555.3,749469.3,777653.2,836022.6,899609.9,920456.5,906188.3,943392.7,995231.4,1039791.6,1051798.1,1090000.8,1137082.3,1176654.7,1255776.7,1298669.0,1343851.2,1415644.9,1515619.3,1526280.6,1617130.9,1699680.0,1777164.5,Mideast
37000,North Carolina,1,Personal income (millions of dollars),1024.0,909.4,776.8,591.2,663.5,816.0,888.8,982.5,1086.2,1001.2,1096.6,1154.5,1545.2,2111.4,2597.7,2826.6,2941.9,3262.1,3414.3,3868.1,3826.1,4453.0,5012.6,5162.4,5371.5,5493.1,5953.8,6345.5,6387.0,6738.3,7217.1,7617.6,8064.4,8661.2,9109.7,9868.3,10671.1,11855.1,12817.2,14135.7,15858.1,17320.4,18856.8,21319.0,24174.5,26653.9,28942.8,32132.3,35208.1,39736.2,43906.8,49256.2,55448.4,59374.7,64651.8,73042.5,78975.6,85149.3,91578.6,100512.0,109591.5,116495.2,121968.5,132578.4,141327.2,150419.5,161278.5,172515.8,185209.4,198232.0,207943.0,221516.2,228090.9,231930.9,241805.1,261603.4,280391.8,304872.7,327886.5,351637.5,339441.5,343104.3,355001.6,377867.2,373140.6,393886.1,414760.4,429054.9,449817.7,473093.3,501618.1,541462.5,604630.7,632926.5,677170.4,724994.6,767182.6,Southeast
38000,North Dakota,1,Personal income (millions of dollars),254.0,210.1,132.3,120.3,101.7,123.9,181.3,158.0,212.2,182.6,203.7,225.0,320.4,383.8,523.7,544.8,563.9,615.1,847.7,847.7,734.7,859.4,894.2,821.3,835.6,859.6,949.3,989.9,1017.4,1170.4,1085.6,1210.3,1109.2,1554.9,1448.2,1440.7,1677.2,1697.1,1699.1,1778.3,1990.6,2102.4,2424.2,2887.4,4036.8,3998.2,4181.5,4101.9,4261.1,5357.9,5507.8,5274.0,6904.3,7454.9,7838.2,8456.5,8743.0,8871.0,9105.9,8460.8,9472.8,10256.3,10401.9,11385.0,11536.4,12531.7,12552.3,14037.6,13770.1,15078.7,15257.9,16591.1,16930.7,17356.1,18949.5,19330.9,20501.4,21508.5,23828.8,26942.6,26722.1,29758.8,33588.0,39538.6,39538.7,42181.3,40408.2,39232.0,39743.7,42565.9,43997.2,47122.5,51468.4,55463.3,56452.5,57153.4,60077.4,Plains
39000,Ohio,1,Personal income (millions of dollars),5113.9,4421.8,3772.0,2704.2,2608.5,3083.1,3520.0,4060.5,4434.3,3864.9,4268.3,4600.5,5759.0,7190.4,8740.5,9212.6,9414.6,9952.6,10873.5,12137.5,11610.5,12855.1,14837.9,15911.7,17450.0,17513.2,18913.7,20191.2,21231.9,21063.0,22540.2,23455.4,23909.9,25206.8,26265.4,28027.9,30301.8,33056.9,34629.9,38206.8,41801.0,44141.9,46980.4,50967.9,56552.4,61925.2,66162.2,72597.5,80397.2,88854.7,98139.9,107224.4,116584.4,122010.4,129165.2,142495.9,151344.8,158418.4,165483.9,178136.8,191537.1,202968.1,207868.4,221074.9,230183.6,243075.2,254778.3,266670.2,282199.0,298491.4,307407.0,323812.5,333209.3,338462.5,348428.7,361753.0,371633.8,390090.0,406786.5,422085.7,410350.4,422204.4,449923.8,466162.1,473218.8,492475.6,511339.8,521622.5,541289.4,562523.0,582299.9,623575.0,676718.3,685892.1,730013.2,766045.8,800799.1,Great Lakes
40000,Oklahoma,1,Personal income (millions of dollars),1065.6,876.0,706.3,511.4,525.5,598.9,707.4,761.9,874.5,802.8,811.9,869.2,986.4,1423.4,1766.6,1983.3,2002.3,2046.2,2199.4,2390.6,2484.8,2593.9,2915.6,3192.0,3312.3,3322.5,3510.1,3732.4,3905.3,4208.2,4392.3,4611.8,4774.2,4985.2,5151.2,5519.0,5913.4,6343.0,6929.4,7589.4,8454.8,9325.6,10163.6,11153.4,12652.9,14079.6,15735.7,17348.7,19295.9,21896.0,25413.8,29287.0,34192.5,38159.4,39089.0,41896.9,43595.2,43867.7,43620.1,45584.7,48472.4,51112.1,52723.7,56001.4,58201.0,60763.0,63357.6,67111.4,71071.4,74943.6,76956.5,83332.1,88609.5,90711.6,95275.7,102917.3,112487.6,124536.5,128994.3,143654.9,133218.3,139695.1,150302.0,159875.4,167796.9,177635.7,172726.3,164709.0,171995.4,180824.0,189996.8,198234.3,217902.1,233182.3,247300.5,260910.2,274858.0,Southwest
41000,Oregon,1,Personal income (millions of dollars),630.4,578.3,486.4,366.8,349.3,430.2,459.9,560.2,582.7,566.7,616.8,663.8,880.4,1277.4,1723.3,1751.2,1728.6,1865.8,2066.7,2355.5,2348.7,2596.9,2918.6,3102.0,3159.4,3136.5,3397.3,3643.9,3651.9,3748.6,4053.7,4191.8,4350.8,4621.5,4866.7,5236.3,5680.9,6118.4,6487.2,7062.6,7832.2,8537.1,9382.8,10511.4,11845.4,13431.8,14919.7,16821.7,18812.4,21563.4,24389.9,27037.6,29153.8,29990.2,31912.9,34539.9,36298.4,38195.5,40028.8,43729.9,48034.4,51925.0,54721.7,58422.1,62515.8,66933.2,72043.8,77668.5,82276.6,86877.8,89931.4,96913.7,99785.7,101042.1,104729.6,110580.7,116073.4,126600.1,132605.6,138899.9,134391.8,137926.3,145345.1,152601.5,154851.2,165171.9,177478.1,186105.0,197262.3,210044.9,220029.4,240450.4,266544.6,270427.9,286979.9,302582.3,314868.7,Far West
42000,Pennsylvania,1,Personal income (millions of dollars),7545.0,6915.9,5869.1,4442.9,4137.0,4770.6,5120.2,5937.4,6299.4,5674.8,6028.8,6518.9,7793.6,9375.2,11014.1,11762.5,11983.0,12895.7,14060.4,14779.8,14575.5,16307.3,17977.8,18876.1,20291.8,19846.0,21033.3,22725.6,23920.4,24046.8,25239.8,26118.7,26685.5,27845.4,28908.3,30915.2,33158.5,35757.2,38299.2,41637.9,45346.1,48843.7,51835.5,56579.8,62032.9,68133.2,74472.7,81283.2,89174.1,98272.0,108710.1,119133.9,131383.6,140328.3,147211.7,158758.8,168297.9,177003.2,186827.6,203001.5,219827.0,232899.9,242842.8,255911.5,265557.2,274855.9,287343.8,301835.6,317130.5,334421.8,348489.2,372690.7,388186.3,395633.3,409185.8,432634.7,450359.7,472940.6,502658.8,522993.8,512318.2,535335.5,563528.9,584880.3,589720.2,611421.7,635818.0,653328.9,671702.8,707043.4,729329.5,783389.5,833103.4,845037.9,885950.0,924379.6,969412.5,Mideast
44000,Rhode Island,1,Personal income (millions of dollars),602.8,545.2,489.1,395.1,383.8,411.0,444.0,494.8,514.9,474.3,513.1,551.3,712.9,925.3,1081.8,1109.9,1109.5,1110.2,1166.7,1155.2,1132.3,1258.6,1394.7,1471.3,1573.3,1576.1,1679.1,1748.4,1795.3,1885.2,1985.6,2015.7,2107.9,2266.9,2368.1,2521.8,2722.8,2973.2,3223.2,3522.1,3741.8,4093.0,4336.6,4722.0,5044.6,5288.9,5742.4,6272.4,6864.9,7531.2,8362.7,9393.4,10455.1,11258.5,12185.5,13361.0,14402.4,15441.4,16481.7,18223.0,19829.2,20430.4,20648.3,21572.6,22483.7,23050.7,24279.0,25113.2,26554.3,28349.7,29581.1,31875.3,33611.8,34965.7,36700.2,38541.5,39241.3,41162.0,42935.2,43768.6,42764.9,44973.9,46685.4,48186.5,48187.0,50045.1,51775.2,52514.5,54704.3,56918.9,60337.0,64996.8,69245.5,70880.1,74777.8,78553.7,82465.2,New England
45000,South Carolina,1,Personal income (millions of dollars),464.7,417.2,355.8,273.5,301.7,364.6,402.8,456.0,488.7,455.7,514.5,597.9,814.3,1170.3,1332.6,1468.8,1482.6,1538.5,1602.9,1848.7,1795.0,1992.4,2509.1,2696.2,2778.2,2633.6,2798.1,2910.7,3041.1,3150.8,3400.1,3570.1,3748.4,4018.4,4252.0,4567.3,5047.7,5672.0,6120.6,6796.3,7604.4,8380.4,9180.9,10308.9,11692.3,13234.6,14394.3,16096.3,17592.5,19879.1,22283.2,24971.8,28101.8,29878.3,32452.2,36148.9,38691.6,41354.9,44239.8,48206.1,52466.5,56391.0,58930.9,62654.7,65852.0,69837.5,73997.4,78652.0,83696.8,89751.9,94148.5,100705.3,104242.1,107305.3,111196.7,117451.8,124417.0,134174.2,143055.1,149954.4,146753.7,151745.9,160391.1,168271.2,170204.8,180837.7,192054.7,200027.4,210387.6,219942.1,234295.4,250250.5,277322.6,288512.6,311235.5,332982.7,351926.0,Southeast
46000,South Dakota,1,Personal income (millions of dollars),286.2,247.3,167.8,130.9,93.9,129.3,205.6,164.9,210.5,205.8,219.9,228.9,288.0,450.8,500.9,548.6,620.8,659.3,752.2,920.1,707.6,850.2,995.7,883.5,960.8,988.1,922.3,987.4,1156.9,1188.0,1080.9,1324.8,1333.0,1518.9,1473.1,1445.2,1625.9,1758.0,1786.1,1914.3,2076.4,2257.4,2473.1,2855.4,3605.3,3612.0,3972.0,3932.8,4462.6,5142.5,5665.4,5716.5,6653.4,7011.8,7277.1,8268.3,8481.2,8847.0,9303.5,9740.4,10481.3,11483.9,11982.0,12935.1,13520.2,14573.9,14864.8,16415.5,16797.7,18102.9,18948.9,20201.2,20892.2,20898.5,22822.7,24553.2,26005.4,27393.1,30342.5,32676.8,31827.1,33682.9,36655.0,37469.6,37840.2,39607.1,41160.1,41551.5,42989.3,45144.0,48013.9,52908.8,60221.0,63454.7,68097.0,69996.3,74150.0,Plains
47000,Tennessee,1,Personal income (millions of dollars),971.2,841.9,724.9,526.2,552.6,674.5,735.1,844.4,927.9,840.9,891.1,994.8,1311.2,1684.7,2189.4,2528.3,2662.4,2708.3,2839.5,3118.1,3104.1,3448.3,3844.1,4021.5,4313.6,4368.1,4612.1,4945.7,5175.1,5389.6,5775.7,5931.0,6277.8,6667.6,7071.8,7604.2,8286.5,9123.2,9769.9,10893.8,11815.6,12849.4,14188.1,15970.6,18141.7,20073.6,21893.6,24519.7,27175.8,30979.3,34544.0,38090.0,42374.4,45036.0,48073.6,53445.3,57197.6,61206.5,65770.3,71613.1,76875.7,81787.2,86093.1,94022.4,100041.6,106434.0,114276.1,120649.3,127785.2,139760.3,145231.9,153990.1,158125.3,162879.4,169929.5,179892.9,188177.6,200188.9,209746.8,218372.5,217094.7,227613.0,241431.7,252592.3,254464.6,263856.0,277356.1,286532.3,299307.7,316176.5,335601.7,360094.7,402024.7,417424.4,453765.7,480671.2,505698.3,Southeast
48000,Texas,1,Personal income (millions of dollars),2728.7,2381.2,2038.5,1560.7,1530.0,1763.9,1989.8,2301.7,2613.6,2545.6,2653.3,2817.3,3553.7,5023.5,6739.0,7329.1,7380.7,7637.2,8518.1,9312.5,10054.4,10827.6,12357.8,13356.1,13679.2,14086.2,15169.9,16223.5,17355.1,17896.0,18929.4,19437.8,20546.0,21582.3,22539.1,24171.3,26016.7,28468.5,31101.0,34653.9,38575.0,42497.0,46116.2,51173.4,58113.0,65532.3,74746.7,84227.6,93978.6,108293.3,124674.9,143179.4,168206.0,185427.4,198102.2,216621.1,233449.0,238841.0,242766.1,258008.1,275613.3,297664.4,311648.5,336384.6,356047.5,376212.5,402352.7,432484.5,472267.8,514882.6,543797.6,591738.3,631080.2,639443.1,664814.9,696381.3,754775.9,827439.7,878902.4,968499.3,923470.7,982052.8,1074858.0,1142887.5,1173747.4,1257639.6,1281170.1,1276330.6,1367826.0,1463789.8,1537205.7,1602962.6,1786060.9,1920254.6,2074225.2,2184833.3,2294646.6,Southwest
49000,Utah,1,Personal income (millions of dollars),278.2,251.6,190.8,157.4,154.6,163.9,205.5,243.8,236.5,238.4,249.5,267.0,330.8,527.7,730.1,664.0,686.9,715.4,760.8,840.2,869.3,968.1,1129.7,1199.6,1232.0,1230.0,1360.6,1484.5,1610.3,1666.9,1787.3,1909.8,2046.9,2228.1,2315.1,2436.9,2583.2,2751.3,2903.5,3111.6,3406.9,3791.4,4243.1,4741.4,5282.9,5910.4,6590.5,7463.6,8440.5,9711.7,10970.2,12318.4,13878.4,15058.0,16136.1,17800.9,19059.8,20029.9,20928.1,22309.3,23942.1,25975.9,27877.5,30105.9,32466.5,35131.1,38274.8,41682.8,45000.5,48098.5,50670.0,54230.6,56788.7,58508.6,60770.4,64795.0,70661.8,78561.1,85528.5,89967.8,86594.7,88940.5,95881.7,101928.1,105028.0,111056.4,119661.5,126540.6,134546.7,144645.5,155711.5,169991.6,194799.1,206055.7,222237.8,235907.4,247691.4,Rocky Mountain
50000,Vermont,1,Personal income (millions of dollars),226.3,206.0,169.2,129.9,120.4,136.2,148.0,167.7,172.7,162.9,176.0,188.4,226.3,270.0,307.7,303.2,329.9,374.8,400.6,437.9,423.1,450.6,515.6,528.7,554.3,562.1,584.9,639.7,663.1,676.3,727.1,768.3,800.8,840.5,871.3,933.7,1022.2,1159.8,1256.1,1382.4,1515.4,1663.9,1802.3,1989.1,2183.9,2364.0,2591.8,2876.0,3120.1,3573.4,4014.9,4506.5,5061.3,5491.1,5906.0,6480.3,7031.2,7564.8,8173.3,8965.1,9903.1,10293.9,10507.3,11227.0,11661.1,12223.0,12862.2,13545.6,14359.0,15458.6,16326.2,17680.2,18797.4,19198.1,19945.8,21049.1,21477.4,22803.5,24063.0,25449.4,25216.4,25988.7,27547.8,28291.9,28666.0,29724.5,30598.0,31073.3,31960.2,33117.1,34838.0,37392.8,39552.8,41336.5,44058.6,46229.3,48079.2,New England
51000,Virginia,1,Personal income (millions of dollars),1054.5,938.4,906.9,701.9,704.4,801.9,891.2,1004.3,1104.1,1038.1,1149.7,1304.5,1827.8,2804.5,3114.9,3416.8,3521.2,3540.3,3442.2,3854.1,3900.4,4399.0,5192.7,5657.7,5858.4,5960.0,6293.3,6809.3,7179.4,7416.3,7925.4,8173.2,8705.5,9395.7,10106.6,11151.0,12037.5,13026.7,14251.2,15768.2,17847.7,19371.6,21411.0,23764.2,26612.7,29489.6,32379.8,35770.8,39631.2,44990.4,50186.3,56746.1,63651.3,68805.2,74253.8,82549.8,89269.1,96310.3,103737.7,113855.8,123151.2,129561.6,135176.0,143616.9,150892.5,158792.7,166843.9,175083.8,186626.6,199883.6,214025.7,231869.8,244314.3,251357.7,266325.2,284687.3,303288.9,323553.8,341200.3,355506.4,349465.4,364677.9,385635.1,402072.1,398579.8,414710.1,433088.2,444691.4,462372.2,479766.6,501770.8,530771.6,582077.9,604039.5,645405.9,681552.2,712992.6,Southeast
53000,Washington,1,Personal income (millions of dollars),1150.5,1030.7,844.7,637.4,598.8,712.4,799.6,942.3,1009.8,990.0,1059.1,1160.8,1586.8,2348.4,3046.8,3328.5,3248.5,3293.1,3406.6,3783.9,3799.7,4289.9,4740.1,5051.2,5346.5,5492.7,5785.1,6076.0,6459.3,6588.3,6994.8,7248.0,7609.3,8203.1,8393.9,8787.3,9465.1,10693.3,11710.4,13034.8,14235.8,15036.7,15838.6,17079.0,19236.0,21826.7,24719.6,27398.8,30412.0,35366.6,40752.9,46254.7,51365.1,54573.6,58291.8,62358.7,66336.8,70834.0,74745.7,81651.8,90213.8,99135.2,106288.3,114669.9,120546.4,126690.1,133934.8,143929.2,154610.9,169365.4,179870.3,192317.8,197445.7,201073.1,209167.8,224342.9,232783.8,253199.9,274770.4,289381.1,277889.8,285436.7,302460.8,324882.7,330952.6,355276.6,376360.8,397270.6,423017.2,451609.2,484540.9,522862.2,572644.9,592733.0,637129.4,677934.6,715263.1,Far West
54000,West Virginia,1,Personal income (millions of dollars),787.4,706.1,616.3,448.2,453.0,554.0,606.3,707.2,760.3,678.0,727.8,779.5,942.5,1130.7,1302.5,1415.2,1536.1,1702.6,1948.8,2099.1,1960.4,2107.4,2339.1,2435.3,2455.9,2329.4,2477.0,2744.8,2942.5,2928.0,3028.7,3075.7,3117.2,3255.6,3400.1,3628.1,3877.8,4115.3,4360.6,4622.8,4944.1,5511.8,6051.6,6700.7,7333.2,8128.7,9186.1,10241.1,11457.3,12752.7,14222.8,15637.5,17045.0,18060.0,18554.2,19921.9,20756.7,21253.2,21714.8,23221.5,24579.3,26184.2,27331.6,29388.6,30475.6,31790.5,32855.6,34152.0,35627.8,37130.6,38078.6,40251.6,42750.3,44243.2,44952.8,46551.2,48854.3,52147.0,54184.7,57958.9,58487.5,60532.1,64059.0,65488.4,65152.6,67156.8,68437.8,68067.9,70797.6,74235.0,76725.0,80440.3,87322.5,88990.1,93771.0,97970.7,102315.6,Southeast
